rank,hand,category,description
776,A9642,F,Ace-High Flush
777,A9632,F,Ace-High Flush
778,A9543,F,Ace-High Flush
779,A9542,F,Ace-High Flush
780,A9532,F,Ace-High Flush
781,A9432,F,Ace-High Flush
782,A8765,F,Ace-High Flush
783,A8764,F,Ace-High Flush
784,A8763,F,Ace-High Flush
785,A8762,F,Ace-High Flush
786,A8754,F,Ace-High Flush
787,A8753,F,Ace-High Flush
788,A8752,F,Ace-High Flush
789,A8743,F,Ace-High Flush
790,A8742,F,Ace-High Flush
791,A8732,F,Ace-High Flush
792,A8654,F,Ace-High Flush
793,A8653,F,Ace-High Flush
794,A8652,F,Ace-High Flush
795,A8643,F,Ace-High Flush
796,A8642,F,Ace-High Flush
797,A8632,F,Ace-High Flush
798,A8543,F,Ace-High Flush
799,A8542,F,Ace-High Flush
800,A8532,F,Ace-High Flush
801,A8432,F,Ace-High Flush
802,A7654,F,Ace-High Flush
803,A7653,F,Ace-High Flush
804,A7652,F,Ace-High Flush
805,A7643,F,Ace-High Flush
806,A7642,F,Ace-High Flush
807,A7632,F,Ace-High Flush
808,A7543,F,Ace-High Flush
809,A7542,F,Ace-High Flush
810,A7532,F,Ace-High Flush
811,A7432,F,Ace-High Flush
812,A6543,F,Ace-High Flush
813,A6542,F,Ace-High Flush
814,A6532,F,Ace-High Flush
815,A6432,F,Ace-High Flush
816,KQJT8,F,King-High Flush
817,KQJT7,F,King-High Flush
818,KQJT6,F,King-High Flush
819,KQJT5,F,King-High Flush
820,KQJT4,F,King-High Flush
821,KQJT3,F,King-High Flush
822,KQJT2,F,King-High Flush
823,KQJ98,F,King-High Flush
824,KQJ97,F,King-High Flush
825,KQJ96,F,King-High Flush
826,KQJ95,F,King-High Flush
827,KQJ94,F,King-High Flush
828,KQJ93,F,King-High Flush
829,KQJ92,F,King-High Flush
830,KQJ87,F,King-High Flush
831,KQJ86,F,King-High Flush
832,KQJ85,F,King-High Flush
833,KQJ84,F,King-High Flush
834,KQJ83,F,King-High Flush
835,KQJ82,F,King-High Flush
836,KQJ76,F,King-High Flush
837,KQJ75,F,King-High Flush
838,KQJ74,F,King-High Flush
839,KQJ73,F,King-High Flush
840,KQJ72,F,King-High Flush
841,KQJ65,F,King-High Flush
842,KQJ64,F,King-High Flush
843,KQJ63,F,King-High Flush
844,KQJ62,F,King-High Flush
845,KQJ54,F,King-High Flush
846,KQJ53,F,King-High Flush
847,KQJ52,F,King-High Flush
848,KQJ43,F,King-High Flush
849,KQJ42,F,King-High Flush
850,KQJ32,F,King-High Flush
851,KQT98,F,King-High Flush
852,KQT97,F,King-High Flush
853,KQT96,F,King-High Flush
854,KQT95,F,King-High Flush
855,KQT94,F,King-High Flush
856,KQT93,F,King-High Flush
857,KQT92,F,King-High Flush
858,KQT87,F,King-High Flush
859,KQT86,F,King-High Flush
860,KQT85,F,King-High Flush
861,KQT84,F,King-High Flush
862,KQT83,F,King-High Flush
863,KQT82,F,King-High Flush
864,KQT76,F,King-High Flush
865,KQT75,F,King-High Flush
866,KQT74,F,King-High Flush
867,KQT73,F,King-High Flush
868,KQT72,F,King-High Flush
869,KQT65,F,King-High Flush
870,KQT64,F,King-High Flush
871,KQT63,F,King-High Flush
872,KQT62,F,King-High Flush
873,KQT54,F,King-High Flush
874,KQT53,F,King-High Flush
875,KQT52,F,King-High Flush
876,KQT43,F,King-High Flush
877,KQT42,F,King-High Flush
878,KQT32,F,King-High Flush
879,KQ987,F,King-High Flush
880,KQ986,F,King-High Flush
881,KQ985,F,King-High Flush
882,KQ984,F,King-High Flush
883,KQ983,F,King-High Flush
884,KQ982,F,King-High Flush
885,KQ976,F,King-High Flush
886,KQ975,F,King-High Flush
887,KQ974,F,King-High Flush
888,KQ973,F,King-High Flush
889,KQ972,F,King-High Flush
890,KQ965,F,King-High Flush
891,KQ964,F,King-High Flush
892,KQ963,F,King-High Flush
893,KQ962,F,King-High Flush
894,KQ954,F,King-High Flush
895,KQ953,F,King-High Flush
896,KQ952,F,King-High Flush
897,KQ943,F,King-High Flush
898,KQ942,F,King-High Flush
899,KQ932,F,King-High Flush
900,KQ876,F,King-High Flush
901,KQ875,F,King-High Flush
902,KQ874,F,King-High Flush
903,KQ873,F,King-High Flush
904,KQ872,F,King-High Flush
905,KQ865,F,King-High Flush
906,KQ864,F,King-High Flush
907,KQ863,F,King-High Flush
908,KQ862,F,King-High Flush
909,KQ854,F,King-High Flush
910,KQ853,F,King-High Flush
911,KQ852,F,King-High Flush
912,KQ843,F,King-High Flush
913,KQ842,F,King-High Flush
914,KQ832,F,King-High Flush
915,KQ765,F,King-High Flush
916,KQ764,F,King-High Flush
917,KQ763,F,King-High Flush
918,KQ762,F,King-High Flush
919,KQ754,F,King-High Flush
920,KQ753,F,King-High Flush
921,KQ752,F,King-High Flush
922,KQ743,F,King-High Flush
923,KQ742,F,King-High Flush
924,KQ732,F,King-High Flush
925,KQ654,F,King-High Flush
926,KQ653,F,King-High Flush
927,KQ652,F,King-High Flush
928,KQ643,F,King-High Flush
929,KQ642,F,King-High Flush
930,KQ632,F,King-High Flush
931,KQ543,F,King-High Flush
932,KQ542,F,King-High Flush
933,KQ532,F,King-High Flush
934,KQ432,F,King-High Flush
935,KJT98,F,King-High Flush
936,KJT97,F,King-High Flush
937,KJT96,F,King-High Flush
938,KJT95,F,King-High Flush
939,KJT94,F,King-High Flush
940,KJT93,F,King-High Flush
941,KJT92,F,King-High Flush
942,KJT87,F,King-High Flush
943,KJT86,F,King-High Flush
944,KJT85,F,King-High Flush
945,KJT84,F,King-High Flush
946,KJT83,F,King-High Flush
947,KJT82,F,King-High Flush
948,KJT76,F,King-High Flush
949,KJT75,F,King-High Flush
950,KJT74,F,King-High Flush
951,KJT73,F,King-High Flush
952,KJT72,F,King-High Flush
953,KJT65,F,King-High Flush
954,KJT64,F,King-High Flush
955,KJT63,F,King-High Flush
956,KJT62,F,King-High Flush
957,KJT54,F,King-High Flush
958,KJT53,F,King-High Flush
959,KJT52,F,King-High Flush
960,KJT43,F,King-High Flush
961,KJT42,F,King-High Flush
962,KJT32,F,King-High Flush
963,KJ987,F,King-High Flush
964,KJ986,F,King-High Flush
965,KJ985,F,King-High Flush
966,KJ984,F,King-High Flush
967,KJ983,F,King-High Flush
968,KJ982,F,King-High Flush
969,KJ976,F,King-High Flush
970,KJ975,F,King-High Flush
971,KJ974,F,King-High Flush
972,KJ973,F,King-High Flush
973,KJ972,F,King-High Flush
974,KJ965,F,King-High Flush
975,KJ964,F,King-High Flush
976,KJ963,F,King-High Flush
977,KJ962,F,King-High Flush
978,KJ954,F,King-High Flush
979,KJ953,F,King-High Flush
980,KJ952,F,King-High Flush
981,KJ943,F,King-High Flush
982,KJ942,F,King-High Flush
983,KJ932,F,King-High Flush
984,KJ876,F,King-High Flush
985,KJ875,F,King-High Flush
986,KJ874,F,King-High Flush
987,KJ873,F,King-High Flush
988,KJ872,F,King-High Flush
989,KJ865,F,King-High Flush
990,KJ864,F,King-High Flush
991,KJ863,F,King-High Flush
992,KJ862,F,King-High Flush
993,KJ854,F,King-High Flush
994,KJ853,F,King-High Flush
995,KJ852,F,King-High Flush
996,KJ843,F,King-High Flush
997,KJ842,F,King-High Flush
998,KJ832,F,King-High Flush
999,KJ765,F,King-High Flush
1000,KJ764,F,King-High Flush
1001,KJ763,F,King-High Flush
1002,KJ762,F,King-High Flush
1003,KJ754,F,King-High Flush
1004,KJ753,F,King-High Flush
1005,KJ752,F,King-High Flush
1006,KJ743,F,King-High Flush
1007,KJ742,F,King-High Flush
1008,KJ732,F,King-High Flush
1009,KJ654,F,King-High Flush
1010,KJ653,F,King-High Flush
1011,KJ652,F,King-High Flush
1012,KJ643,F,King-High Flush
1013,KJ642,F,King-High Flush
1014,KJ632,F,King-High Flush
1015,KJ543,F,King-High Flush
1016,KJ542,F,King-High Flush
1017,KJ532,F,King-High Flush
1018,KJ432,F,King-High Flush
1019,KT987,F,King-High Flush
1020,KT986,F,King-High Flush
1021,KT985,F,King-High Flush
1022,KT984,F,King-High Flush
1023,KT983,F,King-High Flush
1024,KT982,F,King-High Flush
1025,KT976,F,King-High Flush
1026,KT975,F,King-High Flush
1027,KT974,F,King-High Flush
1028,KT973,F,King-High Flush
1029,KT972,F,King-High Flush
1030,KT965,F,King-High Flush
1031,KT964,F,King-High Flush
1032,KT963,F,King-High Flush
1033,KT962,F,King-High Flush
1034,KT954,F,King-High Flush
1035,KT953,F,King-High Flush
1036,KT952,F,King-High Flush
1037,KT943,F,King-High Flush
1038,KT942,F,King-High Flush
1039,KT932,F,King-High Flush
1040,KT876,F,King-High Flush
1041,KT875,F,King-High Flush
1042,KT874,F,King-High Flush
1043,KT873,F,King-High Flush
1044,KT872,F,King-High Flush
1045,KT865,F,King-High Flush
1046,KT864,F,King-High Flush
1047,KT863,F,King-High Flush
1048,KT862,F,King-High Flush
1049,KT854,F,King-High Flush
1050,KT853,F,King-High Flush
1051,KT852,F,King-High Flush
1052,KT843,F,King-High Flush
1053,KT842,F,King-High Flush
1054,KT832,F,King-High Flush
1055,KT765,F,King-High Flush
1056,KT764,F,King-High Flush
1057,KT763,F,King-High Flush
1058,KT762,F,King-High Flush
1059,KT754,F,King-High Flush
1060,KT753,F,King-High Flush
1061,KT752,F,King-High Flush
1062,KT743,F,King-High Flush
1063,KT742,F,King-High Flush
1064,KT732,F,King-High Flush
1065,KT654,F,King-High Flush
1066,KT653,F,King-High Flush
1067,KT652,F,King-High Flush
1068,KT643,F,King-High Flush
1069,KT642,F,King-High Flush
1070,KT632,F,King-High Flush
1071,KT543,F,King-High Flush
1072,KT542,F,King-High Flush
1073,KT532,F,King-High Flush
1074,KT432,F,King-High Flush
1075,K9876,F,King-High Flush
1076,K9875,F,King-High Flush
1077,K9874,F,King-High Flush
1078,K9873,F,King-High Flush
1079,K9872,F,King-High Flush
1080,K9865,F,King-High Flush
1081,K9864,F,King-High Flush
1082,K9863,F,King-High Flush
1083,K9862,F,King-High Flush
1084,K9854,F,King-High Flush
1085,K9853,F,King-High Flush
1086,K9852,F,King-High Flush
1087,K9843,F,King-High Flush
1088,K9842,F,King-High Flush
1089,K9832,F,King-High Flush
1090,K9765,F,King-High Flush
1091,K9764,F,King-High Flush
1092,K9763,F,King-High Flush
1093,K9762,F,King-High Flush
1094,K9754,F,King-High Flush
1095,K9753,F,King-High Flush
1096,K9752,F,King-High Flush
1097,K9743,F,King-High Flush
1098,K9742,F,King-High Flush
1099,K9732,F,King-High Flush
1100,K9654,F,King-High Flush
1101,K9653,F,King-High Flush
1102,K9652,F,King-High Flush
1103,K9643,F,King-High Flush
1104,K9642,F,King-High Flush
1105,K9632,F,King-High Flush
1106,K9543,F,King-High Flush
1107,K9542,F,King-High Flush
1108,K9532,F,King-High Flush
1109,K9432,F,King-High Flush
1110,K8765,F,King-High Flush
1111,K8764,F,King-High Flush
1112,K8763,F,King-High Flush
1113,K8762,F,King-High Flush
1114,K8754,F,King-High Flush
1115,K8753,F,King-High Flush
1116,K8752,F,King-High Flush
1117,K8743,F,King-High Flush
1118,K8742,F,King-High Flush
1119,K8732,F,King-High Flush
1120,K8654,F,King-High Flush
1121,K8653,F,King-High Flush
1122,K8652,F,King-High Flush
1123,K8643,F,King-High Flush
1124,K8642,F,King-High Flush
1125,K8632,F,King-High Flush
1126,K8543,F,King-High Flush
1127,K8542,F,King-High Flush
1128,K8532,F,King-High Flush
1129,K8432,F,King-High Flush
1130,K7654,F,King-High Flush
1131,K7653,F,King-High Flush
1132,K7652,F,King-High Flush
1133,K7643,F,King-High Flush
1134,K7642,F,King-High Flush
1135,K7632,F,King-High Flush
1136,K7543,F,King-High Flush
1137,K7542,F,King-High Flush
1138,K7532,F,King-High Flush
1139,K7432,F,King-High Flush
1140,K6543,F,King-High Flush
1141,K6542,F,King-High Flush
1142,K6532,F,King-High Flush
1143,K6432,F,King-High Flush
1144,K5432,F,King-High Flush
1145,QJT97,F,Queen-High Flush
1146,QJT96,F,Queen-High Flush
1147,QJT95,F,Queen-High Flush
1148,QJT94,F,Queen-High Flush
1149,QJT93,F,Queen-High Flush
1150,QJT92,F,Queen-High Flush
1151,QJT87,F,Queen-High Flush
1152,QJT86,F,Queen-High Flush
1153,QJT85,F,Queen-High Flush
1154,QJT84,F,Queen-High Flush
1155,QJT83,F,Queen-High Flush
1156,QJT82,F,Queen-High Flush
1157,QJT76,F,Queen-High Flush
1158,QJT75,F,Queen-High Flush
1159,QJT74,F,Queen-High Flush
1160,QJT73,F,Queen-High Flush
1161,QJT72,F,Queen-High Flush
1162,QJT65,F,Queen-High Flush
1163,QJT64,F,Queen-High Flush
1164,QJT63,F,Queen-High Flush
1165,QJT62,F,Queen-High Flush
1166,QJT54,F,Queen-High Flush
1167,QJT53,F,Queen-High Flush
1168,QJT52,F,Queen-High Flush
1169,QJT43,F,Queen-High Flush
1170,QJT42,F,Queen-High Flush
1171,QJT32,F,Queen-High Flush
1172,QJ987,F,Queen-High Flush
1173,QJ986,F,Queen-High Flush
1174,QJ985,F,Queen-High Flush
1175,QJ984,F,Queen-High Flush
1176,QJ983,F,Queen-High Flush
1177,QJ982,F,Queen-High Flush
1178,QJ976,F,Queen-High Flush
1179,QJ975,F,Queen-High Flush
1180,QJ974,F,Queen-High Flush
1181,QJ973,F,Queen-High Flush
1182,QJ972,F,Queen-High Flush
1183,QJ965,F,Queen-High Flush
1184,QJ964,F,Queen-High Flush
1185,QJ963,F,Queen-High Flush
1186,QJ962,F,Queen-High Flush
1187,QJ954,F,Queen-High Flush
1188,QJ953,F,Queen-High Flush
1189,QJ952,F,Queen-High Flush
1190,QJ943,F,Queen-High Flush
1191,QJ942,F,Queen-High Flush
1192,QJ932,F,Queen-High Flush
1193,QJ876,F,Queen-High Flush
1194,QJ875,F,Queen-High Flush
1195,QJ874,F,Queen-High Flush
1196,QJ873,F,Queen-High Flush
1197,QJ872,F,Queen-High Flush
1198,QJ865,F,Queen-High Flush
1199,QJ864,F,Queen-High Flush
1200,QJ863,F,Queen-High Flush
1201,QJ862,F,Queen-High Flush
1202,QJ854,F,Queen-High Flush
1203,QJ853,F,Queen-High Flush
1204,QJ852,F,Queen-High Flush
1205,QJ843,F,Queen-High Flush
1206,QJ842,F,Queen-High Flush
1207,QJ832,F,Queen-High Flush
1208,QJ765,F,Queen-High Flush
1209,QJ764,F,Queen-High Flush
1210,QJ763,F,Queen-High Flush
1211,QJ762,F,Queen-High Flush
1212,QJ754,F,Queen-High Flush
1213,QJ753,F,Queen-High Flush
1214,QJ752,F,Queen-High Flush
1215,QJ743,F,Queen-High Flush
1216,QJ742,F,Queen-High Flush
1217,QJ732,F,Queen-High Flush
1218,QJ654,F,Queen-High Flush
1219,QJ653,F,Queen-High Flush
1220,QJ652,F,Queen-High Flush
1221,QJ643,F,Queen-High Flush
1222,QJ642,F,Queen-High Flush
1223,QJ632,F,Queen-High Flush
1224,QJ543,F,Queen-High Flush
1225,QJ542,F,Queen-High Flush
1226,QJ532,F,Queen-High Flush
1227,QJ432,F,Queen-High Flush
1228,QT987,F,Queen-High Flush
1229,QT986,F,Queen-High Flush
1230,QT985,F,Queen-High Flush
1231,QT984,F,Queen-High Flush
1232,QT983,F,Queen-High Flush
1233,QT982,F,Queen-High Flush
1234,QT976,F,Queen-High Flush
1235,QT975,F,Queen-High Flush
1236,QT974,F,Queen-High Flush
1237,QT973,F,Queen-High Flush
1238,QT972,F,Queen-High Flush
1239,QT965,F,Queen-High Flush
1240,QT964,F,Queen-High Flush
1241,QT963,F,Queen-High Flush
1242,QT962,F,Queen-High Flush
1243,QT954,F,Queen-High Flush
1244,QT953,F,Queen-High Flush
1245,QT952,F,Queen-High Flush
1246,QT943,F,Queen-High Flush
1247,QT942,F,Queen-High Flush
1248,QT932,F,Queen-High Flush
1249,QT876,F,Queen-High Flush
1250,QT875,F,Queen-High Flush
1251,QT874,F,Queen-High Flush
1252,QT873,F,Queen-High Flush
1253,QT872,F,Queen-High Flush
1254,QT865,F,Queen-High Flush
1255,QT864,F,Queen-High Flush
1256,QT863,F,Queen-High Flush
1257,QT862,F,Queen-High Flush
1258,QT854,F,Queen-High Flush
1259,QT853,F,Queen-High Flush
1260,QT852,F,Queen-High Flush
1261,QT843,F,Queen-High Flush
1262,QT842,F,Queen-High Flush
1263,QT832,F,Queen-High Flush
1264,QT765,F,Queen-High Flush
1265,QT764,F,Queen-High Flush
1266,QT763,F,Queen-High Flush
1267,QT762,F,Queen-High Flush
1268,QT754,F,Queen-High Flush
1269,QT753,F,Queen-High Flush
1270,QT752,F,Queen-High Flush
1271,QT743,F,Queen-High Flush
1272,QT742,F,Queen-High Flush
1273,QT732,F,Queen-High Flush
1274,QT654,F,Queen-High Flush
1275,QT653,F,Queen-High Flush
1276,QT652,F,Queen-High Flush
1277,QT643,F,Queen-High Flush
1278,QT642,F,Queen-High Flush
1279,QT632,F,Queen-High Flush
1280,QT543,F,Queen-High Flush
1281,QT542,F,Queen-High Flush
1282,QT532,F,Queen-High Flush
1283,QT432,F,Queen-High Flush
1284,Q9876,F,Queen-High Flush
1285,Q9875,F,Queen-High Flush
1286,Q9874,F,Queen-High Flush
1287,Q9873,F,Queen-High Flush
1288,Q9872,F,Queen-High Flush
1289,Q9865,F,Queen-High Flush
1290,Q9864,F,Queen-High Flush
1291,Q9863,F,Queen-High Flush
1292,Q9862,F,Queen-High Flush
1293,Q9854,F,Queen-High Flush
1294,Q9853,F,Queen-High Flush
1295,Q9852,F,Queen-High Flush
1296,Q9843,F,Queen-High Flush
1297,Q9842,F,Queen-High Flush
1298,Q9832,F,Queen-High Flush
1299,Q9765,F,Queen-High Flush
1300,Q9764,F,Queen-High Flush
1301,Q9763,F,Queen-High Flush
1302,Q9762,F,Queen-High Flush
1303,Q9754,F,Queen-High Flush
1304,Q9753,F,Queen-High Flush
1305,Q9752,F,Queen-High Flush
1306,Q9743,F,Queen-High Flush
1307,Q9742,F,Queen-High Flush
1308,Q9732,F,Queen-High Flush
1309,Q9654,F,Queen-High Flush
1310,Q9653,F,Queen-High Flush
1311,Q9652,F,Queen-High Flush
1312,Q9643,F,Queen-High Flush
1313,Q9642,F,Queen-High Flush
1314,Q9632,F,Queen-High Flush
1315,Q9543,F,Queen-High Flush
1316,Q9542,F,Queen-High Flush
1317,Q9532,F,Queen-High Flush
1318,Q9432,F,Queen-High Flush
1319,Q8765,F,Queen-High Flush
1320,Q8764,F,Queen-High Flush
1321,Q8763,F,Queen-High Flush
1322,Q8762,F,Queen-High Flush
1323,Q8754,F,Queen-High Flush
1324,Q8753,F,Queen-High Flush
1325,Q8752,F,Queen-High Flush
1326,Q8743,F,Queen-High Flush
1327,Q8742,F,Queen-High Flush
1328,Q8732,F,Queen-High Flush
1329,Q8654,F,Queen-High Flush
1330,Q8653,F,Queen-High Flush
1331,Q8652,F,Queen-High Flush
1332,Q8643,F,Queen-High Flush
1333,Q8642,F,Queen-High Flush
1334,Q8632,F,Queen-High Flush
1335,Q8543,F,Queen-High Flush
1336,Q8542,F,Queen-High Flush
1337,Q8532,F,Queen-High Flush
1338,Q8432,F,Queen-High Flush
1339,Q7654,F,Queen-High Flush
1340,Q7653,F,Queen-High Flush
1341,Q7652,F,Queen-High Flush
1342,Q7643,F,Queen-High Flush
1343,Q7642,F,Queen-High Flush
1344,Q7632,F,Queen-High Flush
1345,Q7543,F,Queen-High Flush
1346,Q7542,F,Queen-High Flush
1347,Q7532,F,Queen-High Flush
1348,Q7432,F,Queen-High Flush
1349,Q6543,F,Queen-High Flush
1350,Q6542,F,Queen-High Flush
1351,Q6532,F,Queen-High Flush
1352,Q6432,F,Queen-High Flush
1353,Q5432,F,Queen-High Flush
1354,JT986,F,Jack-High Flush
1355,JT985,F,Jack-High Flush
1356,JT984,F,Jack-High Flush
1357,JT983,F,Jack-High Flush
1358,JT982,F,Jack-High Flush
1359,JT976,F,Jack-High Flush
1360,JT975,F,Jack-High Flush
1361,JT974,F,Jack-High Flush
1362,JT973,F,Jack-High Flush
1363,JT972,F,Jack-High Flush
1364,JT965,F,Jack-High Flush
1365,JT964,F,Jack-High Flush
1366,JT963,F,Jack-High Flush
1367,JT962,F,Jack-High Flush
1368,JT954,F,Jack-High Flush
1369,JT953,F,Jack-High Flush
1370,JT952,F,Jack-High Flush
1371,JT943,F,Jack-High Flush
1372,JT942,F,Jack-High Flush
1373,JT932,F,Jack-High Flush
1374,JT876,F,Jack-High Flush
1375,JT875,F,Jack-High Flush
1376,JT874,F,Jack-High Flush
1377,JT873,F,Jack-High Flush
1378,JT872,F,Jack-High Flush
1379,JT865,F,Jack-High Flush
1380,JT864,F,Jack-High Flush
1381,JT863,F,Jack-High Flush
1382,JT862,F,Jack-High Flush
1383,JT854,F,Jack-High Flush
1384,JT853,F,Jack-High Flush
1385,JT852,F,Jack-High Flush
1386,JT843,F,Jack-High Flush
1387,JT842,F,Jack-High Flush
1388,JT832,F,Jack-High Flush
1389,JT765,F,Jack-High Flush
1390,JT764,F,Jack-High Flush
1391,JT763,F,Jack-High Flush
1392,JT762,F,Jack-High Flush
1393,JT754,F,Jack-High Flush
1394,JT753,F,Jack-High Flush
1395,JT752,F,Jack-High Flush
1396,JT743,F,Jack-High Flush
1397,JT742,F,Jack-High Flush
1398,JT732,F,Jack-High Flush
1399,JT654,F,Jack-High Flush
1400,JT653,F,Jack-High Flush
1401,JT652,F,Jack-High Flush
1402,JT643,F,Jack-High Flush
1403,JT642,F,Jack-High Flush
1404,JT632,F,Jack-High Flush
1405,JT543,F,Jack-High Flush
1406,JT542,F,Jack-High Flush
1407,JT532,F,Jack-High Flush
1408,JT432,F,Jack-High Flush
1409,J9876,F,Jack-High Flush
1410,J9875,F,Jack-High Flush
1411,J9874,F,Jack-High Flush
1412,J9873,F,Jack-High Flush
1413,J9872,F,Jack-High Flush
1414,J9865,F,Jack-High Flush
1415,J9864,F,Jack-High Flush
1416,J9863,F,Jack-High Flush
1417,J9862,F,Jack-High Flush
1418,J9854,F,Jack-High Flush
1419,J9853,F,Jack-High Flush
1420,J9852,F,Jack-High Flush
1421,J9843,F,Jack-High Flush
1422,J9842,F,Jack-High Flush
1423,J9832,F,Jack-High Flush
1424,J9765,F,Jack-High Flush
1425,J9764,F,Jack-High Flush
1426,J9763,F,Jack-High Flush
1427,J9762,F,Jack-High Flush
1428,J9754,F,Jack-High Flush
1429,J9753,F,Jack-High Flush
1430,J9752,F,Jack-High Flush
1431,J9743,F,Jack-High Flush
1432,J9742,F,Jack-High Flush
1433,J9732,F,Jack-High Flush
1434,J9654,F,Jack-High Flush
1435,J9653,F,Jack-High Flush
1436,J9652,F,Jack-High Flush
1437,J9643,F,Jack-High Flush
1438,J9642,F,Jack-High Flush
1439,J9632,F,Jack-High Flush
1440,J9543,F,Jack-High Flush
1441,J9542,F,Jack-High Flush
1442,J9532,F,Jack-High Flush
1443,J9432,F,Jack-High Flush
1444,J8765,F,Jack-High Flush
1445,J8764,F,Jack-High Flush
1446,J8763,F,Jack-High Flush
1447,J8762,F,Jack-High Flush
1448,J8754,F,Jack-High Flush
1449,J8753,F,Jack-High Flush
1450,J8752,F,Jack-High Flush
1451,J8743,F,Jack-High Flush
1452,J8742,F,Jack-High Flush
1453,J8732,F,Jack-High Flush
1454,J8654,F,Jack-High Flush
1455,J8653,F,Jack-High Flush
1456,J8652,F,Jack-High Flush
1457,J8643,F,Jack-High Flush
1458,J8642,F,Jack-High Flush
1459,J8632,F,Jack-High Flush
1460,J8543,F,Jack-High Flush
1461,J8542,F,Jack-High Flush
1462,J8532,F,Jack-High Flush
1463,J8432,F,Jack-High Flush
1464,J7654,F,Jack-High Flush
1465,J7653,F,Jack-High Flush
1466,J7652,F,Jack-High Flush
1467,J7643,F,Jack-High Flush
1468,J7642,F,Jack-High Flush
1469,J7632,F,Jack-High Flush
1470,J7543,F,Jack-High Flush
1471,J7542,F,Jack-High Flush
1472,J7532,F,Jack-High Flush
1473,J7432,F,Jack-High Flush
1474,J6543,F,Jack-High Flush
1475,J6542,F,Jack-High Flush
1476,J6532,F,Jack-High Flush
1477,J6432,F,Jack-High Flush
1478,J5432,F,Jack-High Flush
1479,T9875,F,Ten-High Flush
1480,T9874,F,Ten-High Flush
1481,T9873,F,Ten-High Flush
1482,T9872,F,Ten-High Flush
1483,T9865,F,Ten-High Flush
1484,T9864,F,Ten-High Flush
1485,T9863,F,Ten-High Flush
1486,T9862,F,Ten-High Flush
1487,T9854,F,Ten-High Flush
1488,T9853,F,Ten-High Flush
1489,T9852,F,Ten-High Flush
1490,T9843,F,Ten-High Flush
1491,T9842,F,Ten-High Flush
1492,T9832,F,Ten-High Flush
1493,T9765,F,Ten-High Flush
1494,T9764,F,Ten-High Flush
1495,T9763,F,Ten-High Flush
1496,T9762,F,Ten-High Flush
1497,T9754,F,Ten-High Flush
1498,T9753,F,Ten-High Flush
1499,T9752,F,Ten-High Flush
1500,T9743,F,Ten-High Flush
1501,T9742,F,Ten-High Flush
1502,T9732,F,Ten-High Flush
1503,T9654,F,Ten-High Flush
1504,T9653,F,Ten-High Flush
1505,T9652,F,Ten-High Flush
1506,T9643,F,Ten-High Flush
1507,T9642,F,Ten-High Flush
1508,T9632,F,Ten-High Flush
1509,T9543,F,Ten-High Flush
1510,T9542,F,Ten-High Flush
1511,T9532,F,Ten-High Flush
1512,T9432,F,Ten-High Flush
1513,T8765,F,Ten-High Flush
1514,T8764,F,Ten-High Flush
1515,T8763,F,Ten-High Flush
1516,T8762,F,Ten-High Flush
1517,T8754,F,Ten-High Flush
1518,T8753,F,Ten-High Flush
1519,T8752,F,Ten-High Flush
1520,T8743,F,Ten-High Flush
1521,T8742,F,Ten-High Flush
1522,T8732,F,Ten-High Flush
1523,T8654,F,Ten-High Flush
1524,T8653,F,Ten-High Flush
1525,T8652,F,Ten-High Flush
1526,T8643,F,Ten-High Flush
